Name,,,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
,,,,Banyule,-37.75551,145.05474,Entire home/apt,289,1,3,30/08/2019,0.24,6,341
,,,,Yarra,-37.79719,144.97983,Private room,40,3,1,6/07/2019,0.07,2,0
,,,,Casey,-38.08353,145.28313,Private room,60,1,0,,,1,88
,,,,Wyndham,-37.91038,144.74065,Entire home/apt,95,2,18,18/07/2020,1.31,18,84
,,,,Melbourne,-37.82079,144.94076,Entire home/apt,114,1,72,12/07/2020,5.26,3,118
,,,,Maribyrnong,-37.78593,144.89646,Private room,60,1,6,2/02/2020,0.44,1,179
,,,,Melbourne,-37.80543,144.96106,Entire home/apt,177,4,20,22/02/2020,1.48,2,0
,,,,Melbourne,-37.8158,144.93898,Private room,60,1,0,,,1,0
,,,,Yarra,-37.80084,144.98415,Entire home/apt,139,3,14,27/05/2020,1.04,47,355
,,,,Melbourne,-37.80809,144.94978,Entire home/apt,80,5,62,28/07/2020,4.48,23,126
,,,,Melbourne,-37.82324,144.96407,Entire home/apt,168,3,54,6/06/2020,4.01,24,0
,,,,Banyule,-37.74543,145.04182,Private room,30,1,0,,,2,0
,,,,Melbourne,-37.81616,144.96281,Entire home/apt,71,1,35,19/07/2020,2.55,31,177
,,,,Melbourne,-37.81586,144.95515,Private room,68,1,30,15/03/2020,2.81,1,0
,,,,Knox,-37.84319,145.26813,Private room,70,1,0,,,1,365
,,,,Melbourne,-37.81462,144.95402,Shared room,23,3,3,20/02/2020,0.22,40,0
,,,,Yarra,-37.7977,144.98267,Private room,50,2,3,16/09/2019,0.23,1,0
,,,,Melbourne,-37.82816,144.95776,Private room,70,2,2,25/01/2020,0.16,2,79
,,,,Melbourne,-37.82089,144.94162,Hotel room,103,1,0,,,3,91
,,,,Maribyrnong,-37.79119,144.86546,Private room,45,1,0,,,1,91
,,,,Boroondara,-37.83534,145.05519,Entire home/apt,97,2,12,21/06/2020,1.56,1,80
,,,,Port Phillip,-37.85901,144.97971,Private room,90,2,7,25/01/2020,0.55,1,90
,,,,Kingston,-38.0579,145.13016,Entire home/apt,100,2,5,26/01/2020,0.38,1,0
,,,,Bayside,-37.91271,145.00989,Private room,100,1,2,10/08/2019,0.15,1,90
,,,,Maribyrnong,-37.79149,144.86393,Private room,45,1,15,22/03/2020,1.17,1,365
,,,,Wyndham,-37.89472,144.7727,Entire home/apt,101,2,7,21/02/2020,0.51,18,91
,,,,Maribyrnong,-37.78962,144.86417,Private room,45,1,16,3/04/2020,1.21,1,365
,,,,Whitehorse,-37.84489,145.09983,Entire home/apt,64,3,1,10/02/2020,0.15,5,180
,,,,Maribyrnong,-37.78963,144.86552,Private room,45,1,22,4/07/2020,1.61,1,1
,,,,Maribyrnong,-37.78998,144.86587,Private room,40,1,15,24/03/2020,1.11,1,365
,,,,Yarra Ranges,-37.69004,145.45845,Private room,1050,1,1,15/07/2019,0.07,5,365
,,,,Port Phillip,-37.85361,144.96681,Private room,45,1,0,,,7,0
,,,,Maribyrnong,-37.80542,144.86762,Private room,45,1,0,,,7,0
,,,,Maribyrnong,-37.79009,144.86441,Private room,40,1,5,22/02/2020,0.51,1,365
,,,,Maribyrnong,-37.78985,144.86529,Private room,42,1,24,20/05/2020,1.75,1,365
,,,,Melbourne,-37.8221,144.96295,Entire home/apt,84,1,47,24/07/2020,3.55,32,323
,,,,Maribyrnong,-37.79093,144.86541,Entire home/apt,79,1,12,22/03/2020,0.89,1,365
,,,,Maribyrnong,-37.77014,144.9001,Private room,40,1,0,,,1,0
,,,,Manningham,-37.79071,145.10904,Private room,72,2,0,,,1,178
,,,,Port Phillip,-37.87339,144.99625,Entire home/apt,120,1,5,1/01/2020,0.4,1,0
,,,,Melbourne,-37.81977,144.94311,Entire home/apt,60,10,1,2/01/2020,0.13,12,339
,,,,Melbourne,-37.81103,144.9575,Private room,40,14,1,31/07/2019,0.08,2,91
,,,,Melbourne,-37.8144,144.95386,Entire home/apt,139,2,11,14/03/2020,0.86,24,91
,,,,Hobsons Bay,-37.85865,144.90077,Entire home/apt,225,1,0,,,19,314
,,,,Hobsons Bay,-37.85807,144.90087,Entire home/apt,225,1,0,,,19,10
,,,,Hobsons Bay,-37.85813,144.9023,Entire home/apt,255,1,1,9/01/2020,0.13,19,17
,,,,Manningham,-37.78207,145.12882,Private room,100,1,0,,,1,180
,,,,Melbourne,-37.82013,144.94313,Entire home/apt,123,10,4,28/03/2020,0.41,12,12
,,,,Stonnington,-37.86543,145.05294,Private room,60,1,8,19/10/2019,0.59,3,90
,,,,Monash,-37.90593,145.1177,Entire home/apt,110,2,4,12/07/2020,0.4,2,347
,,,,Wyndham,-37.8407,144.73511,Private room,55,1,6,8/02/2020,0.6,2,180
,,,,Yarra,-37.79798,144.98815,Private room,250,2,0,,,1,0
,,,,Melbourne,-37.82812,144.95743,Private room,93,1,0,,,9,365
,,,,Moreland,-37.76592,144.97298,Entire home/apt,99,60,3,13/02/2020,0.45,1,0
,,,,Frankston,-38.15889,145.12569,Private room,42,30,12,9/03/2020,0.89,2,0
,,,,Port Phillip,-37.84135,144.94021,Private room,92,1,5,30/11/2019,0.37,1,178
,,,,Melbourne,-37.81793,144.96551,Private room,50,2,2,15/07/2019,0.15,5,0
,,,,Darebin,-37.73223,145.01782,Private room,200,7,0,,,1,364
,,,,Monash,-37.87588,145.09396,Shared room,55,1,0,,,1,88
,,,,Melbourne,-37.8162,144.95313,Entire home/apt,50,1,9,11/07/2020,0.67,39,364
,,,,Melbourne,-37.81522,144.95266,Entire home/apt,66,1,30,12/07/2020,2.39,25,0
,,,,Boroondara,-37.83053,145.05463,Private room,35,1,0,,,1,0
,,,,Yarra,-37.7788,144.98957,Entire home/apt,165,1,10,3/04/2020,1.47,1,276
,,,,Whittlesea,-37.62961,145.089,Private room,33,1,1,23/09/2019,0.09,1,0
,,,,Casey,-38.00463,145.27229,Private room,90,1,1,18/07/2019,0.07,1,91
,,,,Melbourne,-37.82255,144.96341,Shared room,20,4,0,,,1,0
,,,,Melbourne,-37.80782,144.96165,Entire home/apt,91,1,71,15/07/2020,5.53,6,88
,,,,Wyndham,-37.96484,144.70469,Entire home/apt,199,15,2,22/02/2020,0.15,2,45
,,,,Melbourne,-37.82097,144.9428,Entire home/apt,61,10,5,7/01/2020,0.41,12,365
,,,,Monash,-37.92796,145.13023,Private room,32,3,1,22/07/2019,0.08,1,0
,,,,Melbourne,-37.81752,144.94146,Entire home/apt,60,10,3,25/01/2020,0.34,12,365
,,,,Melbourne,-37.81292,144.94191,Entire home/apt,62,10,0,,,12,365
,,,,Melbourne,-37.80058,144.9493,Entire home/apt,120,3,1,13/08/2019,0.08,1,0
,,,,Melbourne,-37.81288,144.9402,Entire home/apt,60,10,1,25/01/2020,0.14,12,365
,,,,Boroondara,-37.848,145.08801,Private room,120,1,0,,,1,0
,,,,Moreland,-37.76783,144.9744,Entire home/apt,130,7,12,12/01/2020,1.13,1,0
,,,,Melbourne,-37.81544,144.95444,Entire home/apt,178,2,26,3/07/2020,1.96,5,85
,,,,Port Phillip,-37.83963,144.97617,Entire home/apt,170,2,33,3/07/2020,3.44,5,89
,,,,Brimbank,-37.76837,144.83239,Entire home/apt,88,2,29,25/04/2020,2.33,2,175
,,,,Kingston,-37.96673,145.05759,Private room,50,2,3,14/02/2020,0.35,1,0
,,,,Hobsons Bay,-37.88194,144.78626,Entire home/apt,135,2,42,15/08/2020,3.18,1,181
,,,,Bayside,-37.95714,145.04322,Entire home/apt,390,4,1,15/12/2019,0.12,1,0
,,,,Wyndham,-37.86581,144.73727,Entire home/apt,243,2,4,15/02/2020,0.3,17,354
,,,,Melbourne,-37.81238,144.96199,Entire home/apt,208,4,29,26/03/2020,2.14,7,263
,,,,Port Phillip,-37.86187,145.00885,Entire home/apt,54,14,6,3/07/2020,0.47,63,365
,,,,Port Phillip,-37.86721,144.9799,Shared room,19,1,2,31/08/2019,0.17,7,354
,,,,Port Phillip,-37.86721,144.9799,Shared room,23,1,1,24/08/2019,0.08,7,354
,,,,Port Phillip,-37.86721,144.9799,Private room,66,1,3,6/07/2020,0.23,7,354
,,,,Port Phillip,-37.86721,144.9799,Private room,51,1,0,,,7,354
,,,,Port Phillip,-37.86721,144.9799,Shared room,44,1,1,11/01/2020,0.13,7,354
,,,,Whitehorse,-37.85223,145.1241,Entire home/apt,121,1,3,10/03/2020,0.38,25,0
,,,,Melbourne,-37.82409,144.96446,Entire home/apt,130,1,4,14/10/2019,0.36,71,0
,,,,Yarra,-37.78459,144.97259,Entire home/apt,156,3,26,10/07/2020,1.97,22,93
,,,,Melbourne,-37.81614,144.98045,Hotel room,80,1,13,27/01/2020,0.97,7,65
,,,,Port Phillip,-37.83052,144.9492,Entire home/apt,70,1,3,31/08/2019,0.24,1,0
,,,,Melbourne,-37.81008,144.9629,Entire home/apt,47,2,31,18/07/2020,2.38,1,2
,,,,Melbourne,-37.81659,144.93704,Entire home/apt,777,2,27,14/06/2020,2.1,12,248
,,,,Melbourne,-37.81022,144.95935,Entire home/apt,180,1,0,,,3,365
,,,,Wyndham,-37.91008,144.74168,Private room,40,1,6,6/02/2020,0.56,1,170
,,,,Port Phillip,-37.88328,144.98576,Entire home/apt,129,1,4,31/12/2019,0.43,1,180
,,,,Yarra,-37.78295,145.02329,Entire home/apt,220,2,1,28/09/2019,0.09,1,0
,,,,Wyndham,-37.86437,144.73717,Entire home/apt,239,2,10,16/03/2020,0.99,17,354
,,,,Whittlesea,-37.68108,145.07554,Private room,30,3,3,29/05/2020,0.27,1,21
,,,,Frankston,-38.15853,145.12577,Private room,33,2,15,24/01/2020,1.11,2,0
,,,,Melbourne,-37.84194,144.97819,Entire home/apt,124,2,32,25/03/2020,2.47,39,0
,,,,Melbourne,-37.84239,144.97838,Entire home/apt,584,2,39,5/04/2020,3.05,4,0
,,,,Melbourne,-37.82084,144.93999,Entire home/apt,161,1,74,16/05/2020,5.48,6,0
,,,,Port Phillip,-37.86158,144.98291,Entire home/apt,142,1,10,6/03/2020,0.74,27,278
,,,,Bayside,-37.95479,145.02513,Entire home/apt,215,1,1,18/07/2020,0.86,6,364
,,,,Melbourne,-37.82184,144.94075,Private room,53,30,24,5/04/2020,1.81,1,42
,,,,Banyule,-37.74423,145.04865,Entire home/apt,150,4,3,28/11/2019,0.28,3,364
,,,,Wyndham,-37.90413,144.63005,Entire home/apt,96,1,48,18/07/2020,3.55,4,364
,,,,Melbourne,-37.80693,144.96642,Private room,700,30,0,,,2,89
,,,,Melbourne,-37.81198,144.95906,Entire home/apt,111,1,20,12/03/2020,1.49,3,91
,,,,Melbourne,-37.82662,144.95814,Private room,45,3,0,,,40,0
,,,,Boroondara,-37.82243,145.034,Private room,29,2,6,15/03/2020,0.48,1,173
,,,,Whitehorse,-37.82221,145.19795,Entire home/apt,148,1,47,29/06/2020,3.54,1,177
,,,,Yarra,-37.82259,145.00996,Private room,35,2,10,11/03/2020,0.77,1,0
,,,,Kingston,-38.04904,145.11499,Private room,35,2,7,30/09/2019,0.52,1,50
,,,,Moreland,-37.73098,144.98273,Entire home/apt,125,3,11,28/06/2020,1.31,1,40
,,,,Bayside,-37.95468,145.00738,Entire home/apt,275,2,3,23/01/2020,0.28,2,89
,,,,Moreland,-37.76992,144.97399,Private room,79,7,0,,,1,243
,,,,Maribyrnong,-37.7912,144.86415,Private room,40,1,21,30/06/2020,1.55,1,365
,,,,Port Phillip,-37.83388,144.95871,Entire home/apt,130,20,1,11/10/2019,0.1,19,345
,,,,Whittlesea,-37.64877,145.00838,Entire home/apt,189,1,23,7/06/2020,1.78,3,86
,,,,Whittlesea,-37.64989,145.00866,Entire home/apt,214,1,5,14/06/2020,0.39,3,86
,,,,Yarra,-37.8105,145.00673,Entire home/apt,226,1,4,15/03/2020,0.3,3,364
,,,,Yarra,-37.81041,145.00729,Entire home/apt,412,1,2,5/10/2019,0.16,3,364
,,,,Yarra,-37.8196,144.99421,Entire home/apt,149,3,13,17/03/2020,1.19,1,110
,,,,Monash,-37.88346,145.10763,Private room,47,1,10,26/10/2019,0.75,1,0
,,,,Banyule,-37.73541,145.05499,Private room,35,3,7,23/02/2020,0.63,1,293
,,,,Glen Eira,-37.8751,145.0316,Entire home/apt,95,3,22,4/07/2020,1.7,3,363
,,,,Monash,-37.8979,145.18285,Private room,93,1,11,17/01/2020,1.02,4,269
,,,,Maribyrnong,-37.78996,144.86426,Private room,65,1,0,,,1,91
,,,,Cardinia,-38.04431,145.40389,Private room,70,1,1,18/08/2019,0.08,1,180
,,,,Glen Eira,-37.88311,145.01499,Private room,45,5,6,2/01/2020,0.46,2,29
,,,,Yarra,-37.78345,144.98479,Entire home/apt,205,4,2,30/12/2019,0.16,1,141
,,,,Yarra,-37.79297,144.99209,Private room,55,2,15,1/04/2020,1.19,1,364
,,,,Banyule,-37.75634,145.06416,Entire home/apt,85,2,4,31/10/2019,0.34,1,0
,,,,Port Phillip,-37.84253,144.97704,Hotel room,57,28,3,4/01/2020,0.36,6,48
,,,,Stonnington,-37.85557,145.01524,Entire home/apt,220,3,9,13/05/2020,0.7,1,0
,,,,Whittlesea,-37.64908,145.00686,Entire home/apt,319,1,4,1/12/2019,0.31,3,86
,,,,Melbourne,-37.81761,144.95863,Entire home/apt,119,1,20,14/06/2020,2.26,1,0
,,,,Bayside,-37.95479,145.02513,Entire home/apt,299,1,0,,,6,361
,,,,Bayside,-37.95562,145.02453,Entire home/apt,529,1,0,,,6,355
,,,,Port Phillip,-37.84102,144.939,Private room,125,7,0,,,1,365
,,,,Melbourne,-37.82802,144.95706,Entire home/apt,125,2,47,31/03/2020,3.53,11,0
,,,,Melbourne,-37.8108,144.95377,Private room,37,1,4,25/01/2020,0.34,1,242
,,,,Melbourne,-37.82424,144.96188,Private room,70,2,13,22/02/2020,0.98,1,29
,,,,Melbourne,-37.81841,144.96695,Private room,45,2,5,23/08/2019,0.38,5,0
,,,,Melbourne,-37.82204,144.96591,Entire home/apt,259,1,11,23/02/2020,1.3,14,0
,,,,Manningham,-37.78796,145.1226,Entire home/apt,100,1,16,28/06/2020,1.19,25,1
,,,,Melbourne,-37.80796,144.96051,Entire home/apt,415,1,9,30/01/2020,0.73,14,0
,,,,Stonnington,-37.83598,144.99575,Private room,64,2,8,10/03/2020,0.74,2,178
,,,,Greater Dandenong,-37.93651,145.15629,Entire home/apt,108,5,4,30/12/2019,0.38,8,0
,,,,Melbourne,-37.81602,144.96458,Entire home/apt,138,2,38,4/07/2020,2.91,2,91
,,,,Melbourne,-37.8159,144.97151,Entire home/apt,80,7,24,29/02/2020,1.84,1,5
,,,,Boroondara,-37.80843,145.02937,Hotel room,293,1,2,23/02/2020,0.2,4,354
,,,,Melbourne,-37.80796,144.96051,Entire home/apt,349,1,8,7/01/2020,0.65,14,0
,,,,Cardinia,-37.933,145.42976,Entire home/apt,125,2,24,21/03/2020,2.18,1,296
,,,,Greater Dandenong,-37.99578,145.17382,Private room,35,1,1,24/09/2019,0.09,1,89
,,,,Glen Eira,-37.90156,145.04096,Private room,35,7,0,,,1,0
,,,,Moreland,-37.76208,144.97306,Entire home/apt,150,3,6,30/01/2020,0.68,1,0
,,,,Moreland,-37.77533,144.96056,Entire home/apt,110,2,39,4/04/2020,2.94,2,305
,,,,Whitehorse,-37.80257,145.15841,Entire home/apt,100,3,6,10/01/2020,0.53,2,201
,,,,Maribyrnong,-37.78842,144.89142,Entire home/apt,85,4,3,28/01/2020,0.3,1,0
,,,,Whitehorse,-37.82321,145.1214,Shared room,25,3,2,8/12/2019,0.17,20,356
,,,,Melbourne,-37.77827,144.94022,Private room,70,1,4,20/01/2020,0.51,1,0
,,,,Maribyrnong,-37.81941,144.88167,Entire home/apt,115,5,5,7/06/2020,0.64,1,354
,,,,Melbourne,-37.8204,144.95847,Entire home/apt,51,2,2,20/02/2020,0.23,12,365
,,,,Moreland,-37.76866,144.96392,Private room,75,2,3,19/12/2019,0.24,2,0
,,,,Melbourne,-37.80682,144.96279,Entire home/apt,158,2,15,27/02/2020,1.13,1,0
,,,,Port Phillip,-37.85821,144.98073,Entire home/apt,107,3,15,30/06/2020,1.23,3,19
,,,,Melbourne,-37.84407,144.97976,Private room,74,2,2,29/09/2019,0.17,2,90
,,,,Melbourne,-37.84437,144.98013,Private room,65,5,0,,,2,88
,,,,Melbourne,-37.81998,144.94187,Entire home/apt,115,13,22,8/07/2020,1.75,11,0
,,,,Maribyrnong,-37.7986,144.88522,Entire home/apt,90,2,4,8/01/2020,0.3,1,0
,,,,Yarra,-37.82365,144.98914,Entire home/apt,214,2,28,31/01/2020,2.27,41,51
,,,,Stonnington,-37.8364,144.99791,Entire home/apt,180,3,6,16/02/2020,0.47,1,0
,,,,Melbourne,-37.78992,144.93149,Entire home/apt,100,7,0,,,1,1
,,,,Wyndham,-37.86701,144.74292,Entire home/apt,100,1,44,8/04/2020,3.38,1,0
,,,,Melbourne,-37.81455,144.96361,Entire home/apt,160,1,27,22/03/2020,2.16,31,0
,,,,Yarra,-37.82751,144.99903,Entire home/apt,158,2,5,26/08/2019,0.38,21,0
,,,,Port Phillip,-37.86721,144.9799,Private room,160,1,0,,,7,354
,,,,Melbourne,-37.82373,144.9635,Entire home/apt,277,1,2,9/12/2019,0.17,71,0
,,,,Melbourne,-37.81403,144.94222,Entire home/apt,119,1,25,5/07/2020,2.4,6,238
,,,,Melbourne,-37.82553,144.96274,Entire home/apt,263,2,17,22/03/2020,1.33,16,0
,,,,Yarra,-37.81666,144.99838,Entire home/apt,79,2,1,23/08/2019,0.08,1,0
,,,,Melbourne,-37.83057,144.98492,Entire home/apt,152,3,7,9/03/2020,0.62,47,365
,,,,Maribyrnong,-37.78883,144.88225,Entire home/apt,160,14,0,,,1,0
,,,,Melbourne,-37.8144,144.9534,Entire home/apt,152,1,1,4/08/2019,0.08,1,0
,,,,Port Phillip,-37.86843,144.98361,Entire home/apt,80,5,1,16/07/2019,0.07,1,0
,,,,Melton,-37.70363,144.57114,Entire home/apt,185,1,0,,,2,0
,,,,Stonnington,-37.83634,144.99585,Entire home/apt,395,3,1,24/11/2019,0.11,1,0
,,,,Melbourne,-37.81601,144.96539,Private room,58,1,4,21/02/2020,0.31,1,0
,,,,Port Phillip,-37.83684,144.96472,Entire home/apt,2901,7,0,,,4,362
,,,,Stonnington,-37.85312,145.00357,Entire home/apt,65,3,9,10/03/2020,0.88,1,36
,,,,Stonnington,-37.85405,145.03692,Entire home/apt,1900,4,0,,,4,200
,,,,Whitehorse,-37.83549,145.12501,Entire home/apt,100,20,0,,,1,0
,,,,Yarra Ranges,-37.85013,145.36513,Entire home/apt,325,2,3,11/06/2020,0.4,1,283
,,,,Wyndham,-37.86243,144.73732,Private room,30,1,1,30/08/2019,0.08,1,0
,,,,Melbourne,-37.81614,144.98045,Hotel room,80,1,8,6/10/2019,0.62,7,65
,,,,Melbourne,-37.8093,144.96149,Entire home/apt,73,2,28,22/07/2020,2.28,15,198
,,,,Yarra,-37.80504,144.98504,Entire home/apt,400,3,1,25/01/2020,0.14,1,179
,,,,Melbourne,-37.81614,144.98045,Hotel room,80,1,4,27/11/2019,0.3,7,65
,,,,Stonnington,-37.85208,144.99557,Entire home/apt,70,2,3,25/01/2020,0.24,1,0
,,,,Manningham,-37.78406,145.10385,Private room,150,1,0,,,1,179
,,,,Melbourne,-37.81404,144.95316,Entire home/apt,297,1,27,15/03/2020,2.08,14,0
,,,,Melbourne,-37.81478,144.96255,Private room,45,20,1,30/08/2019,0.08,1,141
,,,,Melbourne,-37.8022,144.95326,Entire home/apt,210,7,0,,,3,363
,,,,Stonnington,-37.83527,145.00115,Entire home/apt,1590,4,0,,,4,208
,,,,Melbourne,-37.79042,144.95724,Entire home/apt,1500,14,0,,,1,343
,,,,Yarra,-37.80299,144.99927,Entire home/apt,630,5,0,,,1,283
,,,,Melbourne,-37.81664,144.96355,Entire home/apt,192,3,59,22/07/2020,4.54,4,143
,,,,Melbourne,-37.8212,144.95705,Entire home/apt,134,1,2,30/05/2020,0.39,12,358
,,,,Melbourne,-37.82085,144.95715,Entire home/apt,121,1,15,22/07/2020,1.57,12,357
,,,,Melbourne,-37.81999,144.95674,Entire home/apt,175,1,4,18/07/2020,0.69,12,365
,,,,Melbourne,-37.83647,144.97711,Entire home/apt,130,2,13,16/03/2020,1,5,0
,,,,Melbourne,-37.81989,144.9571,Entire home/apt,199,1,17,2/08/2020,1.33,12,363
,,,,Whitehorse,-37.81876,145.11949,Entire home/apt,139,2,16,28/02/2020,1.32,1,170
,,,,Port Phillip,-37.83869,144.97473,Entire home/apt,428,3,27,20/02/2020,2.11,9,0
,,,,Melbourne,-37.80995,144.97136,Entire home/apt,170,2,2,1/01/2020,0.16,1,87
,,,,Melbourne,-37.81108,144.97184,Private room,64,1,3,9/01/2020,0.22,1,90
,,,,Port Phillip,-37.85165,144.98132,Private room,120,1,0,,,1,88
,,,,Port Phillip,-37.83971,144.97614,Entire home/apt,84,2,25,16/03/2020,1.99,39,0
,,,,Yarra,-37.8031,144.98551,Entire home/apt,140,2,2,17/09/2019,0.17,1,0
,,,,Monash,-37.92803,145.18104,Entire home/apt,116,1,37,10/06/2020,2.89,1,269
,,,,Moonee Valley,-37.77167,144.91746,Private room,42,30,1,7/03/2020,0.18,1,365
,,,,Port Phillip,-37.83005,144.95775,Entire home/apt,352,2,0,,,6,0
,,,,Boroondara,-37.8296,145.05623,Entire home/apt,85,2,13,24/03/2020,1.02,4,0
,,,,Yarra,-37.80534,144.98442,Entire home/apt,90,2,24,7/06/2020,1.95,29,156
,,,,Melbourne,-37.81862,144.95994,Hotel room,420,1,1,5/09/2019,0.09,1,106
,,,,Melbourne,-37.8158,144.95441,Private room,46,2,15,20/12/2019,1.13,1,0
,,,,Darebin,-37.74987,145.00491,Entire home/apt,61,2,32,30/07/2020,2.5,1,315
,,,,Yarra Ranges,-37.65402,145.35609,Entire home/apt,399,2,8,8/06/2020,0.6,4,1
,,,,Melbourne,-37.82053,144.95681,Entire home/apt,65,2,16,13/12/2019,1.23,3,0
,,,,Monash,-37.93032,145.16243,Entire home/apt,93,1,21,17/07/2020,1.59,3,49
,,,,Melbourne,-37.82122,144.95684,Entire home/apt,106,2,18,9/03/2020,1.44,2,44
,,,,Melbourne,-37.8239,144.96298,Entire home/apt,110,1,23,16/03/2020,1.82,21,225
,,,,Yarra Ranges,-37.69004,145.45845,Private room,350,1,2,9/11/2019,0.18,5,365
,,,,Port Phillip,-37.86427,144.98166,Entire home/apt,139,2,2,19/01/2020,0.25,4,365
,,,,Whitehorse,-37.84634,145.19962,Entire home/apt,141,2,9,8/06/2020,0.69,24,90
,,,,Yarra Ranges,-37.69004,145.45845,Private room,340,1,1,9/11/2019,0.1,5,365
,,,,Yarra Ranges,-37.69004,145.45845,Private room,310,1,3,23/02/2020,0.29,5,365
,,,,Yarra Ranges,-37.69004,145.45845,Private room,520,1,3,5/07/2020,0.28,5,365
,,,,Port Phillip,-37.86146,145.00447,Private room,40,1,1,11/10/2019,0.09,1,47
,,,,Port Phillip,-37.82916,144.94242,Private room,60,1,1,31/08/2019,0.08,1,363
,,,,Monash,-37.88359,145.09623,Private room,59,1,0,,,1,179
,,,,Moonee Valley,-37.77225,144.92522,Entire home/apt,190,1,47,31/07/2020,3.86,1,344
,,,,Kingston,-37.93435,145.12437,Private room,60,2,14,7/03/2020,1.09,3,201
,,,,Kingston,-37.93427,145.12438,Shared room,43,3,6,20/03/2020,0.72,3,232
,,,,Kingston,-37.93549,145.12587,Shared room,50,3,3,22/03/2020,0.41,3,234
,,,,Knox,-37.87545,145.27562,Entire home/apt,178,2,4,8/12/2019,0.34,1,209
,,,,Moreland,-37.76906,144.965,Entire home/apt,125,7,6,25/01/2020,0.49,1,18
,,,,Melbourne,-37.82744,144.95989,Entire home/apt,109,1,22,29/05/2020,1.68,1,12
,,,,Melbourne,-37.80542,144.9595,Shared room,22,1,3,2/01/2020,0.27,7,90
,,,,Whittlesea,-37.64748,145.02381,Private room,49,1,0,,,1,89
,,,,Port Phillip,-37.84771,144.97904,Private room,70,2,6,14/12/2019,0.46,2,0
,,,,Stonnington,-37.83733,144.99495,Entire home/apt,78,2,25,17/06/2020,1.92,46,162
,,,,Stonnington,-37.85234,144.99873,Private room,59,3,3,11/11/2019,0.29,4,147
,,,,Boroondara,-37.78761,145.08515,Private room,83,1,1,29/07/2019,0.08,1,363
,,,,Cardinia,-38.06813,145.49427,Private room,60,1,6,24/11/2019,0.47,1,50
,,,,Melbourne,-37.82036,144.94075,Entire home/apt,232,2,0,,,17,189
,,,,Stonnington,-37.85802,145.0057,Entire home/apt,90,4,0,,,1,229
,,,,Knox,-37.93771,145.24575,Entire home/apt,240,1,4,14/02/2020,0.37,1,179
,,,,Melbourne,-37.81961,144.95349,Entire home/apt,332,7,1,26/01/2020,0.14,2,91
,,,,Kingston,-38.00293,145.0963,Entire home/apt,143,1,30,5/07/2020,2.48,2,321
,,,,Melbourne,-37.8204,144.95363,Shared room,800,90,0,,,1,358
,,,,Brimbank,-37.76969,144.82687,Private room,35,1,13,14/03/2020,1.01,3,181
,,,,Stonnington,-37.83855,144.99349,Private room,76,5,4,9/10/2019,0.33,1,90
,,,,Melbourne,-37.82217,144.94619,Entire home/apt,888,1,50,28/06/2020,3.84,4,90
,,,,Melbourne,-37.81167,144.96371,Entire home/apt,218,2,29,10/03/2020,2.39,16,76
,,,,Melbourne,-37.8054,144.96231,Entire home/apt,180,1,17,29/01/2020,1.3,2,47
,,,,Melbourne,-37.82666,144.95639,Entire home/apt,108,2,24,3/03/2020,1.93,16,94
,,,,Stonnington,-37.84126,144.9917,Entire home/apt,331,1,13,27/03/2020,1.25,6,0
,,,,Melbourne,-37.81353,144.94299,Entire home/apt,274,2,12,24/05/2020,0.98,1,89
,,,,Stonnington,-37.84888,144.98823,Private room,90,4,0,,,2,0
,,,,Melbourne,-37.82066,144.94254,Entire home/apt,120,1,5,24/08/2019,0.39,1,18
,,,,Monash,-37.86486,145.09716,Entire home/apt,293,1,22,29/02/2020,1.76,11,361
,,,,Melbourne,-37.82273,144.96135,Entire home/apt,170,2,38,3/07/2020,2.97,12,78
,,,,Monash,-37.90384,145.14565,Entire home/apt,47,180,8,30/06/2020,0.64,1,201
,,,,Manningham,-37.78675,145.12716,Entire home/apt,165,1,28,26/07/2020,2.33,3,175
,,,,Yarra Ranges,-37.76683,145.44076,Entire home/apt,120,2,33,8/03/2020,2.59,1,107
,,,,Yarra,-37.81073,145.015,Entire home/apt,161,7,2,4/01/2020,0.18,1,201
,,,,Port Phillip,-37.83256,144.96798,Entire home/apt,83,2,20,6/06/2020,1.62,46,157
,,,,Melbourne,-37.81717,144.95281,Private room,56,1,26,22/12/2019,2.07,10,18
,,,,Melbourne,-37.81626,144.95257,Entire home/apt,61,1,14,4/07/2020,1.07,32,187
,,,,Kingston,-37.99784,145.08042,Private room,400,5,0,,,1,174
,,,,Melbourne,-37.7974,144.97031,Private room,37,4,2,25/01/2020,0.23,120,181
,,,,Port Phillip,-37.8306,144.94278,Private room,50,4,4,2/09/2019,0.33,1,0
,,,,Melbourne,-37.81558,144.95677,Private room,79,1,7,2/01/2020,0.56,1,89
,,,,Wyndham,-37.90229,144.76954,Private room,65,1,0,,,1,364
,,,,Boroondara,-37.8293,145.03393,Entire home/apt,99,3,14,26/07/2020,1.63,1,337
,,,,Melbourne,-37.80697,144.95942,Entire home/apt,99,1,10,14/10/2019,0.77,1,0
,,,,Melbourne,-37.81906,144.95902,Entire home/apt,84,2,7,26/03/2020,0.56,12,365
,,,,Frankston,-38.09306,145.20033,Private room,30,30,1,4/09/2019,0.08,1,365
